Gender,Income,Education,Dependents,Marital Status,Employment Status,Mortgage,Resident,Credit,Risk Status
Male,50000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Female,70000,Bachelor,0,Single,Part-time,Yes,Semi-urban,Yes,3
Male,35000,Others,0,Single,Part-time,Yes,Urban,No,3
Male,42000,Doctorate,2,Single,Others,No,Semi-urban,No,4
Male,46000,Bachelor,0,Divorced,Others,Yes,Urban,Yes,3
Male,59000,Bachelor,1,Single,Self-employed,Yes,Urban,No,2
Female,94000,Master,0,Widowed,Others,Yes,Urban,Yes,2
Female,60000,Bachelor,0,Married,Employed,No,Urban,No,2
Male,15000,Others,0,Single,Part-time,Yes,Rural,No,4
Male,40000,Bachelor,0,Divorced,Others,No,Rural,No,4
Male,105000,Bachelor,1,Single,Self-employed,Yes,Urban,Yes,2
Male,35000,Bachelor,1,Widowed,Self-employed,Yes,Semi-urban,No,3
Female,96000,Bachelor,2,Married,Employed,No,Urban,Yes,3
Female,34000,Master,0,Divorced,Self-employed,Yes,Semi-urban,Yes,2
Female,56000,Bachelor,0,Divorced,Part-time,No,Rural,No,3
Male,59000,Bachelor,3,Widowed,Others,Yes,Urban,No,4
Male,31000,Others,1,Widowed,Retired,No,Urban,No,4
Female,30000,Master,0,Single,Employed,Yes,Urban,Yes,2
Male,81000,Master,0,Divorced,Self-employed,No,Urban,Yes,2
Female,35000,Bachelor,0,Divorced,Employed,No,Semi-urban,No,3
Male,19000,Bachelor,1,Single,Self-employed,Yes,Urban,Yes,3
Female,28000,Bachelor,0,Single,Retired,No,Urban,Yes,4
Female,21000,Others,0,Single,Self-employed,Yes,Semi-urban,No,3
Male,20000,Bachelor,0,Divorced,Employed,No,Semi-urban,Yes,3
Female,23000,Others,2,Single,Part-time,Yes,Semi-urban,Yes,4
Female,25000,Bachelor,1,Widowed,Self-employed,Yes,Semi-urban,No,3
Male,29000,Master,1,Widowed,Part-time,Yes,Semi-urban,Yes,3
Male,35000,Bachelor,1,Divorced,Retired,Yes,Semi-urban,No,4
Female,56000,Doctorate,1,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,25000,Bachelor,1,Single,Part-time,Yes,Urban,Yes,3
Male,99000,Doctorate,0,Married,Others,Yes,Semi-urban,Yes,2
Male,57000,Bachelor,1,Separated,Part-time,Yes,Urban,Yes,2
Male,64000,Master,1,Separated,Part-time,Yes,Semi-urban,Yes,2
Female,60000,Doctorate,0,Married,Employed,No,Urban,Yes,2
Male,42000,Master,2,Married,Retired,No,Rural,Yes,4
Male,60000,Master,2,Single,Self-employed,Yes,Urban,No,2
Female,19000,Master,1,Single,Part-time,Yes,Rural,No,3
Male,47000,Bachelor,1,Divorced,Self-employed,No,Rural,No,4
Female,53000,Bachelor,1,Separated,Part-time,Yes,Rural,No,3
Female,44000,Master,3,Married,Others,No,Semi-urban,Yes,4
Male,70000,Doctorate,3,Separated,Unemployed,Yes,Urban,Yes,3
Male,1,Bachelor,0,Married,Others,Yes,Urban,No,3
Female,38000,Bachelor,1,Married,Employed,No,Urban,Yes,3
Female,139000,Doctorate,1,Widowed,Employed,Yes,Urban,Yes,2
Male,88000,Bachelor,1,Single,Others,No,Urban,Yes,3
Female,60000,Others,1,Single,Employed,Yes,Urban,Yes,3
Female,32000,Doctorate,0,Single,Self-employed,Yes,Semi-urban,No,2
Male,85000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Male,56000,Others,0,Widowed,Part-time,Yes,Urban,No,3
Male,25000,Bachelor,0,Widowed,Others,Yes,Rural,Yes,3
Male,117000,Bachelor,1,Single,Employed,Yes,Urban,No,2
Male,64000,Master,1,Single,Part-time,No,Urban,Yes,3
Male,81000,Master,3,Single,Others,Yes,Urban,Yes,3
Female,73000,Doctorate,1,Divorced,Self-employed,Yes,Urban,No,2
Male,26000,Others,0,Single,Retired,Yes,Semi-urban,No,4
Male,37000,Master,3,Single,Part-time,Yes,Semi-urban,No,4
Male,46000,Master,1,Divorced,Unemployed,Yes,Urban,No,3
Male,125000,Bachelor,1,Divorced,Self-employed,Yes,Rural,Yes,2
Female,36000,Bachelor,1,Single,Retired,No,Urban,No,4
Male,34000,Doctorate,1,Single,Self-employed,Yes,Urban,No,2
Female,110000,Master,2,Separated,Employed,Yes,Urban,Yes,2
Female,76000,Bachelor,0,Married,Others,Yes,Urban,No,2
Male,71000,Bachelor,1,Widowed,Others,Yes,Semi-urban,Yes,3
Male,46000,Others,1,Divorced,Self-employed,Yes,Semi-urban,No,3
Male,46000,Master,2,Single,Others,Yes,Semi-urban,No,4
Female,116000,Master,3,Widowed,Self-employed,Yes,Urban,No,2
Male,27000,Bachelor,2,Married,Part-time,Yes,Semi-urban,No,3
Male,63000,Bachelor,1,Divorced,Employed,Yes,Semi-urban,Yes,3
Male,57000,Doctorate,2,Divorced,Unemployed,Yes,Urban,No,3
Male,17000,Others,0,Single,Part-time,Yes,Urban,Yes,3
Male,17000,Doctorate,1,Divorced,Unemployed,Yes,Rural,No,3
Male,43000,Others,1,Married,Employed,Yes,Urban,Yes,3
Male,43000,Doctorate,2,Divorced,Employed,Yes,Semi-urban,No,3
Female,42000,Bachelor,2,Single,Part-time,Yes,Semi-urban,Yes,4
Female,86000,Bachelor,1,Widowed,Self-employed,Yes,Urban,Yes,2
Male,24000,Master,0,Married,Others,Yes,Rural,Yes,3
Male,78000,Bachelor,0,Separated,Employed,Yes,Urban,Yes,2
Male,45000,Bachelor,1,Widowed,Others,No,Urban,Yes,4
Male,32000,Bachelor,2,Single,Unemployed,No,Semi-urban,No,4
Male,49000,Bachelor,1,Separated,Self-employed,Yes,Urban,No,2
Male,81000,Bachelor,1,Divorced,Self-employed,No,Urban,Yes,3
Female,161000,Others,1,Single,Employed,Yes,Urban,Yes,2
Female,36000,Others,1,Single,Part-time,No,Urban,Yes,4
Female,41000,Bachelor,3,Divorced,Self-employed,Yes,Urban,No,3
Male,26000,Bachelor,1,Single,Unemployed,No,Semi-urban,No,4
Male,21000,Others,1,Separated,Part-time,No,Urban,No,4
Female,33000,Bachelor,0,Married,Employed,No,Rural,Yes,3
Male,84000,Bachelor,1,Divorced,Employed,Yes,Semi-urban,Yes,2
Female,49000,Doctorate,2,Single,Employed,Yes,Semi-urban,No,3
Female,56000,Master,0,Divorced,Part-time,Yes,Semi-urban,Yes,2
Female,60000,Others,2,Divorced,Part-time,Yes,Urban,No,3
Male,36000,Bachelor,1,Single,Part-time,Yes,Rural,No,3
Male,62000,Bachelor,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Male,49000,Bachelor,1,Married,Part-time,No,Semi-urban,Yes,4
Male,106000,Bachelor,0,Divorced,Others,Yes,Semi-urban,Yes,3
Female,29000,Bachelor,0,Separated,Others,Yes,Semi-urban,Yes,3
Female,17000,Bachelor,0,Married,Part-time,Yes,Rural,Yes,3
Male,69000,Master,0,Married,Part-time,Yes,Urban,Yes,2
Female,16000,Bachelor,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Male,38000,Bachelor,0,Divorced,Employed,Yes,Rural,Yes,3
Female,57000,Master,2,Married,Employed,No,Urban,No,3
Male,71000,Doctorate,0,Married,Others,Yes,Urban,Yes,2
Male,111000,Bachelor,0,Single,Others,Yes,Urban,Yes,2
Male,46000,Bachelor,0,Married,Others,No,Urban,Yes,3
Female,18000,Master,1,Married,Self-employed,Yes,Semi-urban,No,3
Female,40000,Bachelor,2,Married,Self-employed,Yes,Semi-urban,Yes,3
Female,28000,Bachelor,0,Divorced,Retired,Yes,Urban,Yes,3
Female,100000,Doctorate,1,Divorced,Part-time,Yes,Semi-urban,Yes,2
Male,69000,Master,1,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,54000,Bachelor,4,Single,Employed,Yes,Urban,No,3
Female,73000,Master,2,Divorced,Employed,Yes,Semi-urban,Yes,3
Female,70000,Doctorate,1,Single,Unemployed,No,Urban,Yes,3
Female,78000,Bachelor,1,Divorced,Self-employed,Yes,Rural,Yes,3
Male,14000,Master,1,Widowed,Retired,Yes,Rural,No,4
Female,57000,Bachelor,0,Single,Part-time,Yes,Urban,No,2
Male,90000,Bachelor,2,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Male,67000,Bachelor,0,Widowed,Employed,Yes,Urban,Yes,2
Male,78000,Doctorate,0,Separated,Others,Yes,Urban,Yes,2
Female,79000,Master,0,Single,Part-time,No,Semi-urban,Yes,3
Male,40000,Others,1,Single,Employed,Yes,Rural,No,3
Female,35000,Master,1,Married,Retired,Yes,Urban,No,3
Female,41000,Others,1,Single,Others,Yes,Semi-urban,No,4
Male,53000,Bachelor,2,Single,Others,No,Semi-urban,Yes,4
Female,76000,Bachelor,1,Divorced,Self-employed,Yes,Urban,Yes,2
Male,20000,Bachelor,0,Divorced,Others,Yes,Semi-urban,Yes,3
Male,41000,Bachelor,2,Widowed,Part-time,Yes,Semi-urban,No,4
Male,28000,Bachelor,1,Divorced,Part-time,Yes,Semi-urban,Yes,3
Male,62000,Bachelor,0,Divorced,Others,No,Semi-urban,Yes,4
Male,22000,Master,0,Single,Self-employed,No,Rural,Yes,3
Female,35000,Others,0,Widowed,Part-time,Yes,Urban,Yes,3
Male,58000,Others,0,Divorced,Self-employed,Yes,Urban,Yes,2
Female,23000,Bachelor,2,Divorced,Others,No,Rural,No,4
Female,49000,Others,1,Divorced,Others,No,Urban,Yes,4
Male,71000,Master,1,Married,Employed,No,Semi-urban,Yes,3
Female,67000,Bachelor,1,Separated,Employed,Yes,Semi-urban,Yes,2
Female,57000,Doctorate,1,Divorced,Part-time,Yes,Urban,No,2
Male,64000,Bachelor,0,Married,Employed,Yes,Semi-urban,Yes,2
Female,87000,Others,1,Married,Employed,Yes,Urban,No,2
Female,59000,Master,0,Single,Employed,Yes,Urban,Yes,2
Male,160000,Master,0,Married,Self-employed,No,Urban,Yes,2
Male,67000,Master,0,Divorced,Others,No,Urban,Yes,3
Male,55000,Bachelor,1,Married,Employed,Yes,Urban,No,2
Male,43000,Bachelor,1,Widowed,Self-employed,Yes,Urban,No,3
Male,25000,Bachelor,1,Single,Others,Yes,Urban,Yes,3
Male,27000,Master,0,Single,Retired,No,Semi-urban,No,4
Female,34000,Master,0,Single,Part-time,No,Urban,Yes,3
Female,77000,Doctorate,0,Single,Employed,Yes,Rural,Yes,2
Male,47000,Master,2,Single,Employed,Yes,Urban,Yes,3
Male,26000,Bachelor,0,Married,Self-employed,Yes,Urban,Yes,2
Female,37000,Doctorate,0,Separated,Part-time,Yes,Urban,Yes,2
Female,21000,Master,0,Separated,Self-employed,No,Rural,No,3
Male,83000,Master,2,Widowed,Employed,No,Semi-urban,No,3
Female,51000,Master,1,Single,Self-employed,Yes,Rural,Yes,2
Female,75000,Doctorate,0,Widowed,Employed,Yes,Rural,Yes,2
Female,19000,Bachelor,1,Married,Others,No,Urban,Yes,4
Male,34000,Bachelor,3,Separated,Retired,No,Urban,Yes,4
Male,19000,Master,1,Widowed,Self-employed,Yes,Urban,No,3
Male,142000,Doctorate,3,Separated,Employed,No,Urban,Yes,2
Male,53000,Master,1,Divorced,Others,Yes,Urban,No,3
Male,21000,Others,0,Separated,Unemployed,Yes,Semi-urban,Yes,3
Female,30000,Others,1,Widowed,Employed,Yes,Semi-urban,No,3
Male,21000,Master,1,Widowed,Self-employed,No,Urban,No,3
Male,148000,Master,0,Married,Employed,Yes,Urban,Yes,1
Female,37000,Bachelor,0,Single,Unemployed,No,Urban,Yes,4
Male,153000,Doctorate,1,Widowed,Others,No,Urban,Yes,2
Female,32000,Master,0,Widowed,Part-time,No,Semi-urban,Yes,3
Female,47000,Bachelor,1,Married,Self-employed,Yes,Semi-urban,Yes,3
Male,101000,Doctorate,1,Single,Part-time,Yes,Semi-urban,Yes,2
Male,78000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Female,38000,Bachelor,1,Single,Part-time,No,Semi-urban,Yes,4
Male,123000,Doctorate,0,Widowed,Others,Yes,Semi-urban,No,2
Male,23000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Female,108000,Doctorate,0,Single,Employed,Yes,Urban,Yes,1
Female,54000,Bachelor,1,Separated,Part-time,Yes,Urban,No,2
Male,152000,Master,1,Divorced,Self-employed,No,Semi-urban,Yes,2
Female,18000,Bachelor,1,Divorced,Others,No,Semi-urban,No,4
Female,28000,Others,1,Single,Others,Yes,Urban,Yes,4
Female,30000,Master,0,Single,Self-employed,Yes,Rural,No,2
Male,80000,Master,1,Widowed,Others,Yes,Urban,Yes,2
Male,77000,Bachelor,1,Single,Employed,Yes,Urban,No,2
Male,22000,Bachelor,4,Married,Employed,No,Semi-urban,No,4
Female,28000,Bachelor,1,Single,Self-employed,Yes,Semi-urban,No,3
Male,74000,Doctorate,1,Married,Part-time,Yes,Urban,Yes,2
Female,44000,,2,Divorced,Others,Yes,Rural,Yes,4
Male,18000,Bachelor,2,Married,Part-time,Yes,Urban,Yes,3
Female,41000,Doctorate,0,Single,Employed,Yes,Rural,No,2
Female,31000,Master,0,Divorced,Others,Yes,Semi-urban,Yes,3
Female,114000,Doctorate,1,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,134000,Bachelor,4,Widowed,Self-employed,No,Urban,No,4
Female,23000,Bachelor,1,Single,Self-employed,Yes,Urban,No,3
Male,50000,Bachelor,0,Married,Part-time,Yes,Semi-urban,No,2
Male,26000,Doctorate,0,Single,Retired,Yes,Urban,No,2
Female,119000,Master,1,Widowed,Self-employed,No,Urban,Yes,2
Female,24000,Bachelor,2,Widowed,Retired,Yes,Semi-urban,No,4
Male,82000,Doctorate,1,Single,Self-employed,Yes,Semi-urban,Yes,2
Male,41000,Others,0,Separated,Self-employed,Yes,Semi-urban,Yes,3
Female,72000,Doctorate,2,Single,Others,Yes,Urban,Yes,3
Male,103000,Bachelor,1,Divorced,Others,Yes,Semi-urban,Yes,3
Female,55000,Master,3,Separated,Part-time,Yes,Rural,Yes,3
Female,86000,Bachelor,3,Single,Self-employed,No,Semi-urban,No,4
Female,16000,Others,2,Single,Employed,Yes,Urban,No,4
Male,68000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Male,60000,Bachelor,0,Married,Employed,Yes,Urban,No,2
Female,86000,Master,2,Separated,Others,Yes,Semi-urban,Yes,3
Male,89000,Doctorate,0,Single,Self-employed,Yes,Urban,Yes,1
Female,47000,Bachelor,3,Separated,Employed,No,Urban,No,4
Female,35000,Bachelor,2,Widowed,Retired,Yes,Urban,Yes,4
Male,78000,Others,1,Single,Part-time,Yes,Urban,Yes,3
Female,57000,Master,1,Single,Employed,Yes,Urban,No,2
Male,37000,Master,2,Married,Others,Yes,Urban,Yes,3
Male,106000,Doctorate,3,Married,Others,Yes,Rural,Yes,3
Female,54000,Master,1,Married,Employed,Yes,Urban,Yes,2
Female,107000,Doctorate,1,Widowed,Part-time,Yes,Urban,Yes,2
Female,70000,Bachelor,1,Widowed,Self-employed,No,Semi-urban,Yes,3
Female,65000,Bachelor,1,Widowed,Employed,Yes,Urban,Yes,2
Female,34000,Master,1,Single,Employed,Yes,Semi-urban,Yes,3
Female,41000,Others,0,Single,Part-time,Yes,Urban,No,3
Female,55000,Doctorate,3,Married,Employed,No,Urban,No,3
Male,27000,Master,3,Widowed,Self-employed,Yes,Semi-urban,Yes,3
Male,24000,Bachelor,1,Divorced,Others,Yes,Rural,Yes,4
Male,38000,Doctorate,2,Single,Part-time,Yes,Urban,Yes,3
Male,32000,Master,1,Single,Others,Yes,Urban,Yes,3
Female,37000,Doctorate,1,Divorced,Part-time,Yes,Rural,No,3
Female,18000,Bachelor,1,Widowed,Retired,Yes,Rural,No,4
Female,49000,Master,1,Divorced,Self-employed,No,Rural,Yes,3
Female,75000,Doctorate,1,Single,Employed,Yes,Urban,No,2
Male,83000,Doctorate,1,Widowed,Part-time,Yes,Urban,Yes,2
Male,66000,Master,1,Single,Part-time,Yes,Semi-urban,No,3
Female,65000,Master,3,Married,Employed,Yes,Urban,Yes,2
Male,19000,Bachelor,3,Married,Part-time,No,Urban,Yes,4
Male,45000,Bachelor,2,Widowed,Self-employed,Yes,Rural,No,3
Female,117000,Master,1,Single,Others,No,Semi-urban,Yes,3
Female,66000,Others,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Male,67000,Master,1,Widowed,Employed,Yes,Urban,Yes,2
Female,25000,Bachelor,2,Divorced,Others,Yes,Urban,No,4
Female,126000,Doctorate,1,Divorced,Employed,No,Semi-urban,Yes,2
Female,94000,Bachelor,1,Married,Employed,Yes,Urban,Yes,2
Male,35000,Others,3,Single,Self-employed,Yes,Rural,Yes,4
Male,104000,Others,1,Divorced,Employed,Yes,Urban,Yes,2
Female,73000,Bachelor,1,Divorced,Employed,Yes,Urban,Yes,2
Male,45000,Bachelor,1,Divorced,Self-employed,Yes,Semi-urban,No,3
Male,20000,Others,1,Single,Self-employed,Yes,Urban,Yes,3
Male,27000,Others,1,Divorced,Others,Yes,Urban,Yes,4
Female,73000,Master,2,Widowed,Others,Yes,Rural,Yes,3
Female,22000,Master,0,Single,Others,No,Semi-urban,Yes,4
Male,48000,Doctorate,1,Single,Employed,Yes,Semi-urban,Yes,2
Female,21000,Doctorate,2,Separated,Retired,No,Urban,No,3
Female,67000,Doctorate,1,Single,Part-time,Yes,Urban,No,2
Female,72000,Master,1,Separated,Employed,No,Urban,Yes,2
Male,28000,Master,2,Single,Self-employed,No,Semi-urban,No,4
Male,46000,Bachelor,2,Single,Employed,Yes,Urban,No,3
Male,65000,Master,1,Divorced,Others,Yes,Urban,Yes,3
Male,54000,Master,0,Divorced,Others,Yes,Rural,No,3
Male,28000,Others,0,Widowed,Retired,Yes,Urban,No,3
Male,32000,Doctorate,1,Separated,Unemployed,No,Urban,Yes,3
Female,57000,Doctorate,0,Widowed,Part-time,No,Semi-urban,No,3
Male,19000,Master,1,Separated,Others,Yes,Rural,No,3
Female,45000,Master,0,Married,Self-employed,Yes,Urban,No,2
Male,23000,Bachelor,3,Widowed,Part-time,Yes,Urban,Yes,4
Female,48000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Male,137000,Doctorate,0,Single,Employed,No,Urban,Yes,2
Male,30000,Master,2,Married,Others,Yes,Urban,Yes,3
Male,24000,Bachelor,2,Divorced,Part-time,No,Rural,No,4
Male,20000,Bachelor,2,Single,Unemployed,Yes,Urban,No,4
Female,132000,Master,0,Married,Employed,Yes,Urban,Yes,1
Male,77000,Others,1,Single,Self-employed,No,Urban,No,3
Male,72000,Master,0,Married,Self-employed,Yes,Semi-urban,Yes,2
Female,131000,Master,1,Divorced,Others,Yes,Rural,Yes,3
Male,15000,Bachelor,1,Divorced,Retired,No,Rural,No,4
Male,59000,Master,3,Divorced,Self-employed,Yes,Urban,No,3
Female,37000,Bachelor,1,Single,Self-employed,Yes,Urban,No,3
Female,64000,Bachelor,2,Married,Part-time,No,Rural,Yes,4
Male,47000,Master,2,Single,Part-time,Yes,Rural,No,3
Male,33000,Master,1,Married,Employed,Yes,Semi-urban,Yes,2
Female,84000,Bachelor,2,Divorced,Self-employed,Yes,Urban,Yes,2
Female,84000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,Yes,2
Female,84000,Doctorate,3,Married,Employed,Yes,Urban,Yes,2
Female,90000,Others,1,Widowed,Employed,Yes,Urban,Yes,2
Male,31000,Others,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Female,179000,Master,0,Divorced,Employed,No,Urban,Yes,2
Male,63000,Bachelor,0,Widowed,Part-time,Yes,Urban,Yes,2
Male,27000,Bachelor,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Male,72000,Others,1,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Female,116000,Doctorate,1,Single,Self-employed,Yes,Semi-urban,Yes,2
Male,44000,Others,2,Single,Self-employed,No,Semi-urban,No,4
Male,27000,Others,1,Widowed,Others,Yes,Semi-urban,No,4
Female,16000,Bachelor,1,Single,Others,Yes,Rural,No,4
Male,77000,Doctorate,1,Single,Employed,No,Urban,No,2
Male,174000,Doctorate,1,Married,Employed,Yes,Urban,No,1
Female,44000,Bachelor,2,Widowed,Employed,No,Urban,Yes,4
Male,67000,Others,1,Single,Others,Yes,Urban,Yes,3
Male,56000,Bachelor,0,Single,Employed,No,Semi-urban,No,3
Male,18000,Bachelor,1,Divorced,Unemployed,Yes,Rural,No,4
Male,67000,Others,0,Widowed,Employed,Yes,Urban,No,2
Male,20000,Master,0,Widowed,Unemployed,No,Semi-urban,Yes,4
Male,42000,Bachelor,2,Single,Others,Yes,Rural,No,4
Male,73000,Others,1,Divorced,Part-time,Yes,Urban,No,3
Male,26000,Others,0,Separated,Employed,Yes,Semi-urban,Yes,3
Female,53000,Master,1,Single,Employed,No,Urban,Yes,3
Male,82000,Bachelor,1,Widowed,Employed,Yes,Semi-urban,Yes,2
Male,95000,Master,1,Divorced,Employed,Yes,Semi-urban,Yes,2
Female,20000,Doctorate,0,Widowed,Self-employed,No,Urban,Yes,2
Male,50000,Bachelor,0,Widowed,Self-employed,Yes,Urban,No,2
Male,14000,Others,0,Single,Self-employed,Yes,Rural,Yes,3
Female,28000,Others,0,Married,Employed,Yes,Semi-urban,Yes,3
Female,59000,Bachelor,2,Widowed,Others,Yes,Semi-urban,No,4
Male,172000,Doctorate,0,Single,Employed,No,Semi-urban,No,2
Male,64000,Bachelor,2,Single,Others,Yes,Urban,No,3
Male,95000,Others,2,Divorced,Others,Yes,Urban,Yes,3
Male,17000,Master,1,Single,Others,Yes,Rural,Yes,4
Female,21000,Bachelor,1,Widowed,Others,Yes,Rural,No,4
Male,26000,Bachelor,1,Divorced,Others,Yes,Semi-urban,Yes,4
Female,36000,Bachelor,1,Married,Part-time,No,Urban,Yes,3
Male,27000,Others,1,Single,Employed,No,Semi-urban,Yes,4
Female,58000,Bachelor,1,Widowed,Part-time,No,Urban,Yes,3
Male,47000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Male,74000,Master,0,Widowed,Self-employed,Yes,Urban,Yes,2
Female,25000,Master,1,Married,Others,Yes,Urban,No,3
Male,44000,Others,2,Married,Self-employed,Yes,Urban,Yes,3
Female,30000,Bachelor,1,Single,Part-time,Yes,Rural,No,3
Male,93000,Bachelor,3,Single,Others,No,Urban,Yes,4
Male,31000,Others,0,Divorced,Others,Yes,Urban,Yes,3
Female,63000,Doctorate,3,Single,Employed,Yes,Urban,Yes,2
Female,19000,Others,1,Married,Part-time,Yes,Urban,Yes,3
Male,21000,Others,1,Single,Others,Yes,Urban,Yes,4
Female,29000,Bachelor,1,Single,Self-employed,No,Rural,Yes,4
Male,17000,Bachelor,0,Single,Unemployed,Yes,Rural,No,4
Male,38000,Bachelor,0,Widowed,Part-time,Yes,Urban,No,3
Female,17000,Others,1,Widowed,Self-employed,No,Rural,No,4
Male,18000,Master,1,Separated,Part-time,No,Rural,Yes,4
Male,35000,Bachelor,0,Single,Retired,Yes,Rural,Yes,3
Male,23000,Bachelor,2,Single,Employed,Yes,Rural,Yes,3
Female,17000,Bachelor,1,Widowed,Employed,No,Rural,Yes,4
Female,91000,Others,0,Widowed,Self-employed,No,Rural,Yes,3
Male,34000,Doctorate,1,Divorced,Self-employed,Yes,Rural,No,2
Male,64000,Bachelor,1,Widowed,Others,Yes,Semi-urban,No,3
Female,55000,Master,2,Single,Self-employed,Yes,Semi-urban,Yes,3
Male,69000,Doctorate,1,Widowed,Self-employed,Yes,Urban,Yes,2
Male,70000,Master,1,Divorced,Employed,Yes,Urban,Yes,2
Male,53000,Bachelor,0,Divorced,Retired,Yes,Urban,Yes,3
Female,78000,Master,0,Married,Part-time,No,Semi-urban,No,3
Female,104000,Master,2,Divorced,Employed,Yes,Urban,Yes,2
Female,30000,Bachelor,1,Separated,Others,No,Urban,No,4
Female,22000,Others,1,Separated,Employed,No,Semi-urban,Yes,4
Male,33000,Bachelor,2,Divorced,Self-employed,Yes,Urban,Yes,3
Female,61000,Doctorate,2,Married,Others,No,Urban,Yes,3
Male,77000,Doctorate,2,Married,Part-time,Yes,Urban,No,2
Female,40000,Bachelor,2,Single,Others,No,Urban,No,4
Male,41000,Bachelor,2,Single,Part-time,No,Rural,Yes,4
Male,110000,Master,1,Separated,Part-time,No,Urban,Yes,2
Female,60000,Others,0,Married,Self-employed,Yes,Semi-urban,Yes,2
Female,73000,Master,1,Single,Part-time,Yes,Urban,Yes,2
Male,27000,Others,2,Separated,Employed,Yes,Semi-urban,No,3
Female,127000,Doctorate,2,Divorced,Part-time,Yes,Rural,Yes,2
Female,41000,Master,2,Divorced,Self-employed,Yes,Rural,Yes,3
Female,39000,Others,2,Single,Unemployed,Yes,Semi-urban,Yes,4
Male,19000,Others,1,Divorced,Employed,Yes,Rural,Yes,4
Female,123000,Bachelor,1,Separated,Employed,No,Semi-urban,Yes,3
Male,59000,Bachelor,1,Single,Unemployed,No,Urban,No,4
Male,48000,Doctorate,2,Separated,Employed,Yes,Urban,Yes,2
Female,67000,Master,0,Married,Employed,No,Urban,Yes,2
Male,58000,Bachelor,2,Widowed,Retired,Yes,Semi-urban,No,4
Male,61000,Bachelor,1,Single,Others,Yes,Urban,Yes,3
Male,113000,Others,0,Widowed,Employed,No,Rural,Yes,3
Female,51000,Doctorate,2,Divorced,Self-employed,Yes,Urban,Yes,2
Female,106000,Bachelor,2,Divorced,Employed,No,Urban,Yes,3
Female,78000,Master,2,Single,Self-employed,Yes,Semi-urban,No,3
Female,54000,Bachelor,0,Single,Self-employed,No,Urban,No,3
Male,125000,Bachelor,1,Widowed,Self-employed,Yes,Urban,Yes,2
Female,64000,Doctorate,2,Separated,Part-time,Yes,Semi-urban,Yes,2
Female,119000,Master,3,Divorced,Others,Yes,Urban,Yes,3
Male,59000,Master,1,Single,Others,No,Urban,Yes,3
Male,21000,Others,1,Married,Part-time,Yes,Urban,Yes,3
Male,112000,Doctorate,1,Married,Self-employed,Yes,Urban,Yes,1
Male,56000,Others,1,Married,Others,Yes,Urban,No,3
Male,83000,Others,0,Widowed,Self-employed,Yes,Urban,Yes,2
Male,42000,Others,1,Married,Others,No,Urban,No,4
Female,66000,Bachelor,1,Divorced,Others,No,Rural,Yes,4
Male,75000,Bachelor,1,Married,Retired,Yes,Semi-urban,Yes,3
Male,121000,Others,1,Divorced,Others,Yes,Urban,Yes,3
Female,68000,Bachelor,0,Divorced,Self-employed,No,Urban,Yes,3
Female,25000,Master,1,Widowed,Part-time,Yes,Urban,Yes,3
Female,46000,Others,2,Separated,Others,Yes,Semi-urban,Yes,4
Female,45000,Others,2,Separated,Self-employed,Yes,Rural,No,3
Female,34000,Bachelor,1,Single,Others,Yes,Semi-urban,Yes,4
Male,113000,Doctorate,0,Single,Employed,No,Urban,Yes,2
Female,94000,Bachelor,0,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,48000,Bachelor,0,Married,Employed,No,Semi-urban,No,3
Male,106000,Master,3,Single,Employed,No,Urban,Yes,3
Male,81000,Others,1,Widowed,Part-time,Yes,Semi-urban,Yes,3
Female,88000,Bachelor,1,Separated,Others,No,Urban,Yes,3
Female,22000,Bachelor,2,Widowed,Employed,No,Semi-urban,No,4
Male,36000,Bachelor,1,Single,Others,Yes,Rural,No,4
Male,23000,Others,1,Single,Others,Yes,Rural,No,4
Male,42000,Bachelor,2,Separated,Employed,No,Semi-urban,Yes,4
Female,64000,Bachelor,1,Separated,Part-time,No,Urban,Yes,3
Male,81000,Bachelor,1,Divorced,Others,Yes,Urban,No,3
Male,37000,Bachelor,1,Divorced,Employed,Yes,Rural,No,3
Female,100000,Master,1,Widowed,Self-employed,Yes,Semi-urban,Yes,2
Female,70000,Bachelor,3,Single,Part-time,Yes,Rural,Yes,4
